ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L05337,2022-02-18,E001,R001,V005,C0298,420,7.44,51.89,1.03,12,38918,10851,24698,11352,11989,97808,54333,-43475,-80.02,Livrée,4
L05338,2022-02-18,E003,R014,V001,C0374,165,2.27,64.67,12.61,122,48502,4579,5816,3024,10699,72620,240974,168354,69.86,Livrée,4
L05339,2022-02-18,E001,R008,V008,C0197,235,3.86,51.55,2.77,119,38662,6144,7894,6230,11295,70225,55346,-14879,-26.88,Livrée,3
L05340,2022-02-18,E003,R005,V002,C0261,185,3.33,50.68,9.33,123,38010,6047,9261,4021,6595,63934,169841,105907,62.36,Livrée,5
L05341,2022-02-18,E005,R005,V007,C0101,185,3.26,50.01,10.75,107,37508,4466,7304,5277,5520,60075,251721,191646,76.13,Livrée,5
L05342,2022-02-18,E005,R009,V001,C0425,120,2.55,44.85,12.3,193,33638,4179,5276,2620,11927,57640,202463,144823,71.53,Livrée,5
L05343,2022-02-19,E004,R008,V004,C0061,235,3.84,39.38,2.09,126,29535,6210,13092,5332,8133,62302,54948,-7354,-13.38,Livrée,5
L05344,2022-02-19,E003,R013,V001,C0183,420,7.83,161.08,9.97,92,120810,9314,17257,6453,7583,161417,405737,244320,60.22,Livrée,5
L05345,2022-02-19,E005,R001,V002,C0412,420,7.32,134.25,7.53,197,100688,12415,20837,11265,5039,150244,426266,276022,64.75,Livrée,5
L05346,2022-02-19,E006,R003,V004,C0297,165,2.91,33.67,2.28,27,25252,4751,6157,3735,7026,46921,42177,-4744,-11.25,Livrée,4
L05347,2022-02-19,E002,R012,V007,C0367,35,1.13,10.81,6.48,37,8108,0,3733,699,6502,19042,20516,1474,7.18,Livrée,5
L05348,2022-02-19,E004,R007,V004,C0009,620,15.14,111.61,1.8,45,83708,13977,33245,12670,11436,155036,153669,-1367,-0.89,Livrée,5
L05349,2022-02-19,E001,R001,V005,C0413,420,6.65,55.38,1.29,153,41535,13040,14577,12272,9134,90558,63030,-27528,-43.67,Livrée,5
L05350,2022-02-20,E004,R001,V004,C0206,420,6.53,74.51,2.29,104,55883,9361,22670,12119,6009,106042,103789,-2253,-2.17,Livrée,5
L05351,2022-02-20,E002,R005,V004,C0422,185,3.43,35.61,2.13,184,26708,3766,6924,3269,10028,50695,33689,-17006,-50.48,Livrée,5
L05352,2022-02-20,E003,R009,V001,C0318,120,2.96,40.04,14.0,73,30030,3458,10152,1855,8589,54084,211375,157291,74.41,Livrée,5
L05353,2022-02-20,E001,R006,V007,C0054,195,4.46,57.49,10.68,118,43118,5276,15288,4490,10493,78665,281247,202582,72.03,Livrée,5
L05354,2022-02-20,E001,R010,V006,C0180,340,7.34,138.5,15.29,84,103875,7017,23081,5245,8210,147428,525405,377977,71.94,Livrée,4
L05355,2022-02-20,E003,R002,V004,C0104,340,7.16,57.04,3.3,167,42780,7046,16934,7847,10264,84871,137824,52953,38.42,Livrée,5
L05356,2022-02-20,E004,R011,V003,C0126,275,5.65,126.61,18.11,170,94958,6232,14130,8162,9002,132484,664073,531589,80.05,Livrée,5
L05357,2022-02-21,E005,R009,V006,C0034,120,1.78,39.45,13.16,172,29588,4182,5528,3475,10823,53596,213301,159705,74.87,Livrée,5
L05358,2022-02-21,E004,R006,V005,C0165,195,3.86,22.43,1.23,145,16822,4139,10865,4073,5616,41515,23139,-18376,-79.42,Livrée,4
L05359,2022-02-21,E002,R005,V007,C0433,185,3.79,48.33,9.31,31,36248,6415,13210,4183,11895,71951,235955,164004,69.51,Livrée,5
L05360,2022-02-21,E006,R005,V007,C0298,185,2.94,55.24,9.41,101,41430,5620,9748,4436,7907,69141,218719,149578,68.39,Livrée,4
L05361,2022-02-21,E005,R015,V008,C0270,45,1.18,9.65,3.52,188,7238,0,3940,1291,5986,18455,23314,4859,20.84,Livrée,5
L05362,2022-02-21,E004,R012,V005,C0466,35,0.5,4.61,1.34,143,3458,0,1639,771,9730,15598,4266,-11332,-265.64,Livrée,5
L05363,2022-02-21,E006,R003,V004,C0289,165,3.23,29.21,2.15,195,21908,3440,7557,3634,11958,48497,37424,-11073,-29.59,Livrée,4
L05364,2022-02-22,E006,R014,V001,C0118,165,2.46,63.94,16.33,64,47955,4580,7452,4396,5872,70255,353689,283434,80.14,Livrée,5
L05365,2022-02-22,E003,R006,V006,C0354,195,4.33,77.4,16.46,193,58050,6517,11577,4072,6695,86911,300661,213750,71.09,Livrée,4
L05366,2022-02-22,E002,R015,V008,C0092,45,1.2,9.93,3.5,58,7448,0,2429,1290,5429,16596,22833,6237,27.32,Livrée,5
L05367,2022-02-22,E002,R015,V005,C0100,45,1.58,5.59,1.04,39,4192,0,5289,1121,5554,16156,3957,-12199,-308.29,Livrée,4
L05368,2022-02-22,E002,R013,V005,C0493,420,6.68,45.45,1.22,166,34088,14291,18672,9819,11499,88369,68628,-19741,-28.77,Livrée,5
L05369,2022-02-22,E005,R004,V003,C0496,275,5.84,114.21,19.11,138,85658,6677,13221,5585,9038,120179,743932,623753,83.85,Livrée,5
L05370,2022-02-22,E001,R013,V004,C0485,420,6.54,71.76,2.87,147,53820,14121,18649,11646,6640,104876,164739,59863,36.34,Livrée,4
L05371,2022-02-23,E005,R012,V008,C0087,35,1.49,7.98,4.58,191,5985,0,3260,853,5794,15892,18430,2538,13.77,Livrée,4
L05372,2022-02-23,E004,R010,V006,C0234,340,7.34,127.93,12.64,151,95948,8875,25291,6105,10618,146837,393050,246213,62.64,Livrée,4
L05373,2022-02-23,E006,R014,V005,C0401,165,3.09,20.25,1.42,162,15188,5161,8113,3695,8924,41081,19397,-21684,-111.79,Livrée,5
L05374,2022-02-23,E006,R015,V007,C0124,45,0.6,14.53,11.28,160,10898,0,1443,891,5441,18673,45870,27197,59.29,Livrée,5
L05375,2022-02-23,E001,R002,V005,C0203,340,6.35,46.18,0.83,89,34635,11081,22100,6337,9896,84049,39302,-44747,-113.85,Livrée,5
L05376,2022-02-23,E004,R013,V005,C0032,420,7.15,54.07,1.26,53,40552,9899,16158,10399,9489,86497,42941,-43556,-101.43,Livrée,5
L05377,2022-02-23,E001,R003,V005,C0357,165,2.88,20.14,1.1,65,15105,3764,8010,4738,6899,38516,26980,-11536,-42.76,Livrée,5
L05378,2022-02-24,E006,R009,V008,C0463,120,1.71,23.8,3.31,143,17850,3395,5133,2812,11339,40529,39233,-1296,-3.3,Livrée,4
L05379,2022-02-24,E005,R011,V001,C0452,275,6.47,104.18,10.41,97,78135,9388,19544,8098,11286,126451,298646,172195,57.66,Livrée,5
L05380,2022-02-24,E002,R011,V002,C0039,275,5.22,70.0,11.16,176,52500,7336,12260,7983,10689,90768,401907,311139,77.42,Livrée,5
L05381,2022-02-24,E006,R009,V003,C0094,120,1.9,54.32,14.86,167,40740,3122,4727,1987,5491,56067,225416,169349,75.13,Livrée,5
L05382,2022-02-24,E003,R006,V007,C0010,195,3.68,57.26,9.93,104,42945,4348,11570,5232,5958,70053,285354,215301,75.45,Livrée,5
L05383,2022-02-24,E002,R010,V001,C0215,340,7.21,112.42,11.86,163,84315,11358,20468,8028,9028,133197,566003,432806,76.47,Livrée,5
L05384,2022-02-24,E006,R010,V003,C0408,340,6.57,137.04,23.15,159,102780,8514,22029,8293,9116,150732,638523,487791,76.39,Livrée,5
L05385,2022-02-25,E005,R014,V005,C0100,165,2.71,21.95,0.87,52,16462,5206,6011,3796,5764,37239,20581,-16658,-80.94,Livrée,4
L05386,2022-02-25,E001,R009,V008,C0244,120,2.63,26.1,4.71,170,19575,3846,5639,3266,6768,39094,84647,45553,53.82,Livrée,5
L05387,2022-02-25,E002,R004,V003,C0058,275,6.41,113.49,22.57,25,85118,8219,20691,5701,6427,126156,655112,528956,80.74,Livrée,4
L05388,2022-02-25,E005,R011,V004,C0453,275,6.3,50.88,1.78,190,38160,7865,20669,6051,8914,81659,58581,-23078,-39.4,Livrée,5
L05389,2022-02-25,E004,R005,V004,C0357,185,3.57,33.8,2.37,59,25350,4012,11586,5104,5446,51498,50924,-574,-1.13,Livrée,5
L05390,2022-02-25,E003,R010,V002,C0491,340,6.67,90.96,6.36,51,68220,10489,23107,9926,10544,122286,277380,155094,55.91,Livrée,5
L05391,2022-02-26,E002,R006,V002,C0320,195,4.83,50.32,7.92,191,37740,6419,10024,3913,8888,66984,178079,111095,62.39,Livrée,4
L05392,2022-02-26,E001,R013,V003,C0019,420,7.75,196.86,14.45,52,147645,11338,25532,10417,9802,204734,777661,572927,73.67,Livrée,5
L05393,2022-02-26,E004,R015,V001,C0357,45,0.98,15.1,12.76,76,11325,0,2793,1056,5903,21077,68529,47452,69.24,Livrée,5
L05394,2022-02-26,E005,R009,V001,C0117,120,1.7,40.97,13.05,195,30728,3859,4625,2720,7864,49796,223789,173993,77.75,Livrée,5
L05395,2022-02-26,E003,R013,V005,C0136,420,7.27,54.05,0.86,152,40538,10886,20259,7218,5655,84556,33699,-50857,-150.92,Livrée,5
L05396,2022-02-26,E001,R005,V001,C0327,185,2.84,71.63,15.17,110,53722,4967,7335,3689,7314,77027,316385,239358,75.65,Livrée,5
L05397,2022-02-26,E005,R008,V002,C0296,235,4.66,74.47,10.18,149,55852,7528,12474,6952,9331,92137,309915,217778,70.27,Livrée,5
L05398,2022-02-27,E005,R011,V001,C0013,275,5.44,107.96,14.23,123,80970,6242,12120,5297,7537,112166,529647,417481,78.82,Livrée,5
L05399,2022-02-27,E002,R001,V005,C0101,420,7.26,48.52,1.33,94,36390,13903,21491,9388,5003,86175,65467,-20708,-31.63,Livrée,4
L05400,2022-02-27,E002,R005,V004,C0380,185,2.82,30.56,2.86,143,22920,4038,8773,3134,8507,47372,57378,10006,17.44,Livrée,4
L05401,2022-02-27,E001,R010,V001,C0155,340,6.34,127.07,14.52,7,95302,9465,14702,6669,10860,136998,728550,591552,81.2,Livrée,5
L05402,2022-02-27,E006,R001,V001,C0082,420,7.57,139.82,12.82,61,104865,10041,16867,8802,11333,151908,695931,544023,78.17,Livrée,5
L05403,2022-02-27,E006,R010,V002,C0088,340,7.51,92.93,10.72,137,69698,8061,20348,5440,11036,114583,368861,254278,68.94,Livrée,5
L05404,2022-02-27,E005,R014,V003,C0105,165,2.4,69.49,17.56,115,52117,3520,6335,2808,5225,70005,320898,250893,78.18,Livrée,5
L05405,2022-02-28,E002,R006,V004,C0130,195,3.59,37.97,3.13,135,28478,3946,11829,5382,11163,60798,85034,24236,28.5,Livrée,5
L05406,2022-02-28,E003,R007,V008,C0272,620,16.13,130.68,3.6,88,98010,12656,51286,17399,8622,187973,290871,102898,35.38,Livrée,4
L05407,2022-02-28,E003,R012,V003,C0014,35,0.52,14.19,23.5,67,10642,0,1671,617,11038,23968,119222,95254,79.9,Livrée,5
L05408,2022-02-28,E005,R014,V008,C0128,165,2.93,36.3,3.2,69,27225,4950,8035,3112,10081,53403,69845,16442,23.54,Livrée,5
L05409,2022-02-28,E002,R005,V005,C0401,185,3.61,21.41,0.85,131,16058,5810,9812,4426,9207,45313,22125,-23188,-104.8,Livrée,5
L05410,2022-02-28,E001,R001,V005,C0060,420,7.95,52.9,0.93,193,39675,10006,23773,12028,7512,92994,52207,-40787,-78.13,Livrée,5
L05411,2022-02-28,E001,R006,V003,C0454,195,3.75,79.58,22.51,156,59685,4156,8799,4403,5550,82593,468340,385747,82.36,Livrée,3
L05412,2022-03-01,E001,R010,V002,C0227,340,7.14,95.75,11.31,190,71812,7813,16456,9161,8639,113881,363305,249424,68.65,Annulée,2
L05413,2022-03-01,E003,R005,V006,C0017,185,3.78,66.45,17.58,155,49838,4322,8145,2919,10746,75970,432988,357018,82.45,Livrée,5
L05414,2022-03-01,E002,R006,V008,C0045,195,4.41,37.61,3.71,142,28208,6061,9787,3783,9128,56967,87396,30429,34.82,Livrée,4
L05415,2022-03-01,E002,R011,V002,C0038,275,6.15,86.25,6.42,35,64688,8816,14259,7972,11889,107624,263625,156001,59.18,Livrée,4
L05416,2022-03-01,E003,R010,V006,C0124,340,6.41,132.57,13.35,72,99428,10377,21835,8816,5290,145746,544457,398711,73.23,Livrée,5
L05417,2022-03-01,E001,R015,V006,C0360,45,1.24,15.84,16.56,165,11880,0,4062,893,8607,25442,90189,64747,71.79,Livrée,5
L05418,2022-03-01,E001,R007,V002,C0064,620,16.27,165.74,8.35,22,124305,13539,46744,14639,7052,206279,461546,255267,55.31,Livrée,5
L05419,2022-03-02,E005,R007,V006,C0377,620,15.15,254.55,17.78,145,190912,14352,37502,18345,6266,267377,1211324,943947,77.93,Livrée,5
L05420,2022-03-02,E006,R002,V006,C0253,340,7.51,112.08,10.43,72,84060,10948,25954,7291,6340,134593,316129,181536,57.42,Livrée,5
L05421,2022-03-02,E004,R015,V006,C0262,45,0.87,18.23,15.43,128,13672,0,2345,779,5970,22766,89954,67188,74.69,Livrée,4
L05422,2022-03-02,E006,R012,V004,C0444,35,0.25,5.72,1.82,27,4290,0,778,880,8455,14403,5967,-8436,-141.38,Livrée,5
L05423,2022-03-02,E002,R003,V005,C0112,165,3.27,21.8,1.25,145,16350,3361,9695,3098,8997,41501,20657,-20844,-100.91,Livrée,4
L05424,2022-03-02,E002,R012,V006,C0102,35,1.36,12.15,14.81,56,9112,0,3918,581,9577,23188,56774,33586,59.16,Livrée,5
L05425,2022-03-02,E002,R006,V005,C0049,195,4.55,22.91,1.35,88,17182,6356,9308,3680,6243,42769,31114,-11655,-37.46,Livrée,5
L05426,2022-03-03,E006,R003,V007,C0277,165,3.15,46.45,7.25,67,34838,5599,8551,2817,5167,56972,113031,56059,49.6,Livrée,4
L05427,2022-03-03,E004,R002,V005,C0227,340,6.37,44.89,1.4,35,33668,8972,21401,8502,6154,78697,49285,-29412,-59.68,Livrée,5
L05428,2022-03-03,E005,R004,V007,C0023,275,5.95,91.26,11.13,111,68445,8342,17815,6689,8888,110179,386973,276794,71.53,Livrée,5
L05429,2022-03-03,E006,R005,V004,C0332,185,3.91,30.16,3.05,47,22620,4797,11437,2828,11558,53240,58244,5004,8.59,Livrée,5
L05430,2022-03-03,E004,R011,V005,C0185,275,6.29,31.75,1.41,72,23812,8875,16964,5995,6179,61825,36574,-25251,-69.04,Livrée,5
L05431,2022-03-03,E001,R010,V003,C0064,340,6.35,144.78,13.05,176,108585,11403,17443,5321,6851,149603,429535,279932,65.17,Livrée,4
L05432,2022-03-04,E001,R009,V001,C0157,120,2.23,42.06,11.82,91,31545,4069,6236,2307,10544,54701,193217,138516,71.69,Livrée,5
L05433,2022-03-04,E002,R003,V004,C0283,165,3.01,27.3,2.76,23,20475,4827,7495,3748,10212,46757,49095,2338,4.76,Livrée,5
L05434,2022-03-04,E003,R003,V001,C0390,165,2.58,65.27,9.79,33,48952,5063,8674,3728,5008,71425,217507,146082,67.16,Livrée,5
L05435,2022-03-04,E002,R006,V003,C0149,195,4.69,78.39,17.61,173,58792,5370,11768,5547,9933,91410,449405,357995,79.66,Livrée,4
L05436,2022-03-04,E003,R005,V002,C0327,185,2.89,49.24,8.3,107,36930,5244,8089,5187,6091,61541,172728,111187,64.37,Livrée,5
L05437,2022-03-04,E004,R006,V002,C0363,195,3.63,57.28,7.13,145,42960,5154,8230,5080,10621,72045,117419,45374,38.64,Livrée,4
L05438,2022-03-04,E001,R007,V006,C0169,620,15.23,244.75,16.03,53,183562,13305,52420,13504,8747,271538,1072576,801038,74.68,Livrée,5
L05439,2022-03-05,E006,R011,V008,C0464,275,6.2,61.21,2.51,42,45908,7712,19522,4743,10204,88089,85884,-2205,-2.57,Livrée,5
L05440,2022-03-05,E003,R003,V002,C0133,165,3.49,48.18,10.73,53,36135,4287,9418,4575,8399,62814,207785,144971,69.77,Livrée,5
L05441,2022-03-05,E004,R015,V004,C0399,45,1.11,8.45,2.17,89,6337,0,3099,982,11373,21791,9256,-12535,-135.43,Livrée,5
L05442,2022-03-05,E001,R013,V002,C0405,420,7.5,126.64,7.58,85,94980,10143,26066,8091,10799,150079,402822,252743,62.74,Livrée,5
L05443,2022-03-05,E006,R005,V004,C0314,185,3.77,35.86,2.2,13,26895,6237,8845,2820,11999,56796,39607,-17189,-43.4,Livrée,5
L05444,2022-03-05,E003,R008,V004,C0132,235,3.73,40.04,2.26,9,30030,6266,7536,3533,9318,56683,59582,2899,4.87,Livrée,5
L05445,2022-03-05,E002,R004,V001,C0197,275,5.38,97.89,15.13,178,73418,6112,15908,7587,6362,109387,595884,486497,81.64,Livrée,5
L05446,2022-03-06,E002,R010,V002,C0135,340,7.29,103.17,8.71,67,77378,10647,24797,8238,8263,129323,248783,119460,48.02,Livrée,5
L05447,2022-03-06,E002,R002,V005,C0035,340,6.4,40.13,1.14,77,30098,11548,17438,6197,11279,76560,50427,-26133,-51.82,Livrée,4
L05448,2022-03-06,E004,R004,V007,C0420,275,5.33,74.77,10.87,153,56078,7401,13215,6621,10522,93837,310650,216813,69.79,Livrée,5
L05449,2022-03-06,E002,R002,V002,C0377,340,7.66,102.5,6.91,160,76875,7566,16217,7874,7555,116087,249693,133606,53.51,Livrée,5
L05450,2022-03-06,E005,R003,V002,C0399,165,3.27,49.06,7.77,186,36795,3950,8214,2598,11673,63230,175604,112374,63.99,Livrée,5
L05451,2022-03-06,E001,R004,V002,C0220,275,5.71,88.1,7.65,143,66075,8134,15866,6757,6542,103374,180629,77255,42.77,Livrée,5
L05452,2022-03-06,E004,R004,V006,C0386,275,6.49,112.01,13.42,48,84008,8933,17855,7445,8912,127153,540899,413746,76.49,Livrée,5
L05453,2022-03-07,E006,R010,V005,C0376,340,6.51,41.11,0.79,73,30832,11720,20419,9602,7771,80344,28557,-51787,-181.35,Livrée,5
L05454,2022-03-07,E002,R009,V005,C0185,120,1.79,16.34,0.92,179,12255,4034,4282,2973,8508,32052,10618,-21434,-201.86,Livrée,5
L05455,2022-03-07,E001,R010,V004,C0005,340,7.54,64.57,3.03,66,48427,11046,19013,5157,6552,90195,105468,15273,14.48,Livrée,5
L05456,2022-03-07,E003,R006,V005,C0071,195,4.61,22.94,1.09,46,17205,5667,12339,3766,6857,45834,22147,-23687,-106.95,Livrée,4
L05457,2022-03-07,E002,R009,V004,C0342,120,1.57,24.15,1.98,55,18112,2485,5137,2959,8542,37235,30486,-6749,-22.14,Livrée,5
L05458,2022-03-07,E001,R004,V007,C0241,275,5.2,81.25,7.71,114,60938,7935,11354,8144,10810,99181,252580,153399,60.73,Livrée,5
L05459,2022-03-07,E005,R009,V001,C0351,120,1.81,41.3,18.04,37,30975,4099,5117,1920,9706,51817,276671,224854,81.27,Livrée,4
L05460,2022-03-08,E003,R011,V004,C0416,275,6.06,55.81,1.94,164,41858,5632,12703,4680,5303,70176,76158,5982,7.85,Livrée,4
L05461,2022-03-08,E005,R013,V002,C0456,420,7.13,110.9,9.23,124,83175,12692,18755,6422,11764,132808,576790,443982,76.97,Livrée,5
L05462,2022-03-08,E006,R009,V003,C0297,120,1.56,48.16,23.61,55,36120,3033,5367,3400,5151,53071,380431,327360,86.05,Livrée,5
L05463,2022-03-08,E001,R006,V008,C0426,195,4.16,41.96,4.12,30,31470,4910,13769,5675,5858,61682,83436,21754,26.07,Livrée,5
L05464,2022-03-08,E005,R005,V003,C0331,185,3.94,77.92,19.24,44,58440,4560,13726,4000,10187,90913,409409,318496,77.79,Livrée,4
L05465,2022-03-08,E006,R003,V006,C0193,165,3.03,55.28,15.68,117,41460,5198,9717,4291,7303,67969,305475,237506,77.75,Livrée,5
L05466,2022-03-08,E001,R014,V002,C0495,165,3.45,52.97,6.86,49,39728,5098,9186,3618,5205,62835,169018,106183,62.82,Livrée,5
L05467,2022-03-09,E001,R015,V008,C0168,45,1.0,8.58,4.46,37,6435,0,2446,1083,9193,19157,23044,3887,16.87,Livrée,4
L05468,2022-03-09,E005,R005,V004,C0339,185,3.36,32.81,2.23,150,24608,4511,7809,5446,9221,51595,41358,-10237,-24.75,Livrée,5
L05469,2022-03-09,E001,R015,V002,C0236,45,1.52,14.35,7.87,187,10762,0,5014,791,10777,27344,35746,8402,23.5,Livrée,4
L05470,2022-03-09,E002,R003,V008,C0294,165,2.42,34.17,2.64,172,25628,4230,7587,4329,10433,52207,49067,-3140,-6.4,Livrée,5
L05471,2022-03-09,E001,R005,V006,C0298,185,3.94,60.04,10.88,8,45030,5925,13340,3469,10754,78518,246206,167688,68.11,Livrée,5
L05472,2022-03-09,E004,R005,V005,C0248,185,3.35,22.12,1.25,19,16590,3912,9251,4399,6520,40672,27419,-13253,-48.34,Livrée,5
L05473,2022-03-09,E006,R002,V004,C0165,340,7.64,65.33,2.54,45,48998,7559,25437,7001,7389,96384,124355,27971,22.49,Livrée,5
L05474,2022-03-10,E001,R014,V007,C0312,165,2.51,52.67,7.1,12,39502,5658,8294,2875,10261,66590,133449,66859,50.1,Livrée,5
L05475,2022-03-10,E004,R014,V002,C0071,165,3.16,51.32,10.17,155,38490,3817,8348,3710,10818,65183,214006,148823,69.54,Livrée,5
L05476,2022-03-10,E001,R009,V005,C0231,120,2.05,14.81,1.05,44,11108,3937,5855,3574,5998,30472,13300,-17172,-129.11,Livrée,4
L05477,2022-03-10,E001,R015,V008,C0055,45,0.3,10.25,3.62,37,7688,0,992,1286,7637,17603,17557,-46,-0.26,Livrée,4
L05478,2022-03-10,E005,R007,V006,C0473,620,15.87,208.47,15.64,130,156352,20575,33653,17921,5740,234241,1307023,1072782,82.08,Livrée,5
L05479,2022-03-10,E002,R014,V005,C0182,165,2.66,22.5,1.41,115,16875,4392,8680,4265,9593,43805,30550,-13255,-43.39,Livrée,5
L05480,2022-03-11,E006,R006,V004,C0022,195,4.89,33.89,2.32,85,25418,5955,16775,5157,6607,59912,54760,-5152,-9.41,Livrée,4
L05481,2022-03-11,E002,R005,V006,C0283,185,3.87,61.43,12.57,107,46072,4458,9735,2812,7923,71000,202344,131344,64.91,Livrée,5
L05482,2022-03-11,E003,R015,V006,C0105,45,1.46,17.68,10.21,175,13260,0,3807,938,5262,23267,62674,39407,62.88,Livrée,4
L05483,2022-03-11,E005,R004,V006,C0175,275,5.92,108.95,15.95,163,81712,7573,13178,5597,8150,116210,578554,462344,79.91,Livrée,5
L05484,2022-03-11,E005,R008,V008,C0294,235,3.86,53.91,4.18,147,40432,5293,11910,4071,6966,68672,87145,18473,21.2,Livrée,5
L05485,2022-03-11,E002,R002,V001,C0368,340,7.76,125.04,14.26,45,93780,6818,17946,6271,6730,131545,527969,396424,75.08,Livrée,5
L05486,2022-03-11,E005,R008,V006,C0039,235,4.27,89.44,10.0,163,67080,8110,11098,4285,11991,102564,214678,112114,52.22,Livrée,5
L05487,2022-03-12,E002,R001,V001,C0399,420,7.76,159.17,10.22,27,119377,9486,23263,7668,6185,165979,554885,388906,70.09,Annulée,1
L05488,2022-03-12,E005,R010,V005,C0375,340,7.36,44.7,1.1,45,33525,11334,17676,8183,6516,77234,31596,-45638,-144.44,Livrée,4
L05489,2022-03-12,E001,R001,V007,C0450,420,6.51,130.64,8.86,187,97980,13990,16865,10761,7442,147038,308724,161686,52.37,Livrée,5
L05490,2022-03-12,E002,R003,V001,C0445,165,2.99,63.1,17.78,67,47325,5717,6677,2584,5968,68271,289562,221291,76.42,Livrée,5
L05491,2022-03-12,E002,R005,V005,C0060,185,3.11,20.78,0.76,132,15585,6404,7550,3522,9441,42502,15715,-26787,-170.45,Livrée,5
L05492,2022-03-12,E004,R014,V001,C0392,165,3.75,64.09,15.74,81,48068,5711,12709,4506,7343,78337,285855,207518,72.6,Livrée,5
L05493,2022-03-12,E005,R006,V005,C0300,195,3.84,26.5,1.29,159,19875,5946,8054,3281,9057,46213,27606,-18607,-67.4,Livrée,4
L05494,2022-03-13,E005,R004,V005,C0299,275,6.42,33.36,0.87,105,25020,6066,18712,4420,9281,63499,29615,-33884,-114.41,Livrée,4
L05495,2022-03-13,E002,R007,V008,C0390,620,15.56,116.41,3.05,99,87308,16714,53609,17486,7178,182295,238003,55708,23.41,Livrée,5
L05496,2022-03-13,E001,R007,V007,C0212,620,16.25,193.11,10.54,195,144832,13344,54237,11156,7567,231136,664869,433733,65.24,Livrée,5
L05497,2022-03-13,E001,R002,V006,C0155,340,7.05,133.12,12.56,125,99840,10967,24580,9202,7098,151687,546887,395200,72.26,Livrée,5
L05498,2022-03-13,E006,R002,V007,C0173,340,6.6,101.26,9.5,86,75945,7660,18949,7483,7827,117864,348674,230810,66.2,Livrée,5
L05499,2022-03-13,E001,R002,V007,C0023,340,6.95,93.56,9.06,160,70170,6997,14262,5955,8038,105422,377467,272045,72.07,Livrée,5
L05500,2022-03-13,E005,R015,V006,C0240,45,0.7,17.38,12.11,116,13035,0,1684,1076,9227,25022,47944,22922,47.81,Livrée,5
L05501,2022-03-14,E004,R014,V005,C0488,165,2.3,22.13,0.93,163,16598,4736,5162,3964,7589,38049,17403,-20646,-118.63,Livrée,4
L05502,2022-03-14,E002,R015,V006,C0209,45,0.5,15.16,15.47,136,11370,0,1073,759,6769,19971,92896,72925,78.5,Livrée,5
L05503,2022-03-14,E003,R002,V005,C0122,340,6.95,45.64,0.92,102,34230,8552,23194,6505,6101,78582,45297,-33285,-73.48,Livrée,5
L05504,2022-03-14,E004,R013,V006,C0253,420,6.83,161.69,17.52,96,121268,11330,21175,11693,7343,172809,1071121,898312,83.87,Livrée,4
L05505,2022-03-14,E003,R009,V008,C0141,120,2.0,26.1,3.88,142,19575,4143,6736,2635,7414,40503,54856,14353,26.16,Livrée,5
L05506,2022-03-14,E004,R014,V003,C0452,165,3.15,71.47,21.15,190,53602,3397,6360,3975,5826,73160,322520,249360,77.32,Livrée,5
L05507,2022-03-14,E001,R005,V001,C0340,185,3.26,68.8,14.69,115,51600,5926,11266,4608,10229,83629,229736,146107,63.6,Livrée,5
L05508,2022-03-15,E005,R011,V007,C0362,275,5.97,73.29,8.81,116,54968,7746,12058,7285,9669,91726,352009,260283,73.94,Livrée,4
L05509,2022-03-15,E003,R008,V005,C0320,235,3.92,26.14,0.82,35,19605,5833,12262,5679,9939,53318,24377,-28941,-118.72,Livrée,5
